num_individuals,fixed_mise,jump_mise,fixed_execution_seconds,jump_execution_seconds
16600,3.0606917608401916,0.06169013336355168,1.9084750410038396,0.37261479199514724
16700,4.007670430697985,0.08421569632765738,1.782377749994339,0.36964741699921433
16800,2.796542337320335,0.06997447964583613,2.0214472919979016,0.37874070800171467
16900,4.569849938387733,0.07381196043513895,1.8689786250033649,0.3772877079973114
17000,3.1799646014580416,0.06097160748632189,1.7999102079993463,0.3745752500035451
17100,4.147500083646067,0.058733147714235816,1.8141867919985089,0.38890508400072576
17200,4.584000260791157,0.09146379812696562,2.1471392090024892,0.3779081250031595
17300,1.0735793494671417,0.07855831436035823,1.396371499999077,0.41283220799959963
17400,2.2332450553720706,0.10124267501724171,2.070052584000223,0.3941228330004378
17500,2.689872012777313,0.08273436262142685,2.16079179100052,0.3846265409956686
17600,2.9270592585868203,0.08130675264263869,1.9129259170003934,0.4091403749989695
17700,5.552019282328827,0.08226299028167518,1.7327809999987949,0.38641854200250236
17800,2.6099025496907697,0.05080928905531885,1.8136956249945797,0.39468945800035726
17900,2.6844180262947304,0.08105239057736745,2.015865458000917,0.3985587499992107
18000,3.652592687559088,0.06547385083599477,2.047100332994887,0.397695334002492
18100,2.5828581493612344,0.07082511971745767,2.0359055000008084,0.389821042001131
18200,1.565617972486345,0.08844425268657434,1.5596068750019185,0.3884053329966264
18300,1.5620317166600393,0.08706132195994849,1.4467850829969393,0.3929214160016272
18400,3.2326698349931804,0.046496198063920344,1.9967039580005803,0.4117952089945902
18500,3.8624021748047994,0.07352358143495416,2.1809580830013147,0.42221049999352545
18600,2.686884731994101,0.06746384997687359,2.046875041000021,0.40407745799893746
18700,1.6250444797694432,0.07071788133947067,2.1798850419945666,0.39443429200036917
18800,2.9768316077740007,0.05764925839746943,2.2140997079986846,0.39218658299796516
18900,1.6547129813165025,0.06549602264214754,2.0831163750044652,0.41693529099575244
19000,1.1326812584826467,0.08860993325304191,2.190960791995167,0.40580516699992586
19100,2.488164289234579,0.05357460866730343,2.1087262500004726,0.4341124159982428
